#{"t_start": 1627293613.616617, "env_id": null}
r,l,t
-0.21,22,279.354495
-0.17,18,279.36952
-0.21,22,279.388078
-0.25,26,279.409256
-0.21,22,279.429924
-0.16,17,279.444517
-0.19,20,280.204629
-0.2,21,280.221303
-0.22,23,280.242022
-0.2,21,280.261366
-0.23,24,280.280871
-0.17,18,280.296174
-0.19,20,280.312812
-0.24,25,280.3325
-0.21,22,280.349614
-0.26,27,280.371036
-0.17,18,280.386576
-0.23,24,280.409331
-0.3,31,280.436629
-0.16,17,280.450742
-0.2,21,280.468193
-0.19,20,280.485387
-0.19,20,280.503147
-0.18,19,280.519818
-0.21,22,280.537562
-0.27,28,280.565062
-0.2,21,280.583161
-0.18,19,280.598479
-0.22,23,280.618119
-0.27,28,280.644342
-0.22,23,280.666059
-0.23,24,280.686725
-0.27,28,280.710302
-0.23,24,280.73269
-0.23,24,280.752594
-0.21,22,280.771884
-0.23,24,280.791831
-0.17,18,280.80821
-0.22,23,280.828851
-0.26,27,280.8542
-0.22,23,280.872964
-1.11,12,280.883305
-0.12,13,280.894449
-0.21,22,280.91397
-0.22,23,280.932291
-0.21,22,280.951849
-0.23,24,280.974173
-0.16,17,280.988864
-0.25,26,281.013005
-0.2,21,281.032264
-0.26,27,281.058982
-0.21,22,281.076419
-0.19,20,281.094523
-0.18,19,281.111597
-0.23,24,281.132817
-0.2,21,281.15146
-0.25,26,281.172395
-0.19,20,281.189095
-0.16,17,281.202949
-0.16,17,281.216867
-0.22,23,281.23688
-0.24,25,281.25893
-0.21,22,281.277746
-0.2,21,281.296546
-0.24,25,281.316631
-0.23,24,281.33765
-0.27,28,281.36189
-0.18,19,281.377789
-0.22,23,281.400958
-0.19,20,281.417589
-0.18,19,281.433926
-0.23,24,281.456389
-0.24,25,281.479069
-0.31,32,281.511294
-0.25,26,281.534017
-0.2,21,281.55251
-0.21,22,281.570381
-0.21,22,281.590358
-0.19,20,281.60639
-0.23,24,281.628622
-0.19,20,281.647357
-0.26,27,281.673731
-0.23,24,281.695688
-0.23,24,281.716949
-0.21,22,281.736287
-1.13,14,281.748203
-0.18,19,281.7637
-0.15,16,281.777432
-0.2,21,281.796417
-0.2,21,281.816851
-0.24,25,281.839055
-0.17,18,281.8538
-0.2,21,281.871723
-1.13,14,281.883238
-0.17,18,281.897126
-0.28,29,281.921628
-0.14,15,281.934524
-0.21,22,281.954365
-0.26,27,281.979099
-0.21,22,282.746291
-0.24,25,282.767009
-0.2,21,282.786015
-0.21,22,282.807272
-0.22,23,282.830699
-0.2,21,282.852603
-0.23,24,282.877106
-0.16,17,282.892625
-0.22,23,282.911238
-0.21,22,282.930726
-0.23,24,282.952295
-0.15,16,282.96607
-0.21,22,282.993014
-0.2,21,283.031706
-0.28,29,283.07182
-0.18,19,283.08877
-0.21,22,283.109122
-0.16,17,283.123346
-0.16,17,283.137813
-0.22,23,283.158695
-0.2,21,283.177945
-0.21,22,283.197549
-0.19,20,283.216116
-0.15,16,283.23008
-0.18,19,283.247204
-0.21,22,283.267446
-0.17,18,283.284575
-0.2,21,283.302378
-0.21,22,283.323798
-0.24,25,283.346579
-0.22,23,283.365453
-0.23,24,283.386914
-0.21,22,283.407489
-0.22,23,283.428259
-0.22,23,283.447762
-0.2,21,283.465537
-0.19,20,283.483968
-0.22,23,283.502072
-0.18,19,283.517265
-0.17,18,283.531389
-0.23,24,283.555072
-0.15,16,283.570066
-0.21,22,283.59065
-0.19,20,283.606156
-0.2,21,283.626376
-0.18,19,283.641821
-0.27,28,283.668458
-0.2,21,283.685255
-0.16,17,283.698937
-0.2,21,283.717544
-0.14,15,283.730446
-0.19,20,283.749755
-1.17,18,283.766032
-0.16,17,283.780235
-0.19,20,283.797384
-1.19,20,283.814077
-0.23,24,283.835557
-0.17,18,283.851571
-0.25,26,283.873277
-0.16,17,283.888265
-0.23,24,283.909809
-0.19,20,283.927984
-0.15,16,283.941312
-0.21,22,283.961354
-0.24,25,283.986014
-0.2,21,284.003455
-0.26,27,284.035228
-0.22,23,284.05799
-0.23,24,284.080234
-0.21,22,284.100972
-0.18,19,284.117822
-0.22,23,284.138268
-0.14,15,284.151715
-0.2,21,284.168818
-0.22,23,284.188951
-0.23,24,284.210071
-0.21,22,284.228379
-0.2,21,284.246658
-1.17,18,284.262125
-0.22,23,284.282539
-1.12,13,284.294097
-0.22,23,284.312508
-0.22,23,284.333217
-0.21,22,284.352184
-0.18,19,284.368968
-0.19,20,284.388873
-0.27,28,284.41706
-0.17,18,284.432467
-0.27,28,284.457767
-0.17,18,284.473195
-1.17,18,284.488551
-0.26,27,284.513376
-0.23,24,284.534872
-0.23,24,284.557009
-0.19,20,284.57289
-0.25,26,284.594999
-0.18,19,285.420152
-0.18,19,285.436675
-0.21,22,285.453746
-0.2,21,285.47001
-1.18,19,285.486722
-0.21,22,285.506891
-0.25,26,285.528916
-0.24,25,285.550852
-0.21,22,285.56983
-1.13,14,285.581374
-0.27,28,285.607781
-0.19,20,285.623996
-0.16,17,285.638454
-0.24,25,285.659451
-0.24,25,285.681083
-0.25,26,285.701271
-0.18,19,285.7179
-0.21,22,285.735768
-0.19,20,285.752325
-0.21,22,285.770223
-0.24,25,285.792828
-0.23,24,285.814273
-1.18,19,285.832534
-0.21,22,285.853375
-1.15,16,285.867055
-0.15,16,285.880742
-0.21,22,285.899147
-0.23,24,285.921719
-0.21,22,285.941491
-0.21,22,285.960124
-0.19,20,285.977876
-0.22,23,285.996628
-0.24,25,286.018126
-0.21,22,286.036475
-0.21,22,286.054368
-0.21,22,286.072097
-0.26,27,286.094146
-0.24,25,286.115439
-0.17,18,286.130302
-0.26,27,286.153205
-0.18,19,286.168462
-0.17,18,286.182508
-0.23,24,286.203753
-0.21,22,286.222035
-0.18,19,286.237462
-0.15,16,286.250983
-0.17,18,286.266435
-0.25,26,286.287297
-0.21,22,286.307938
-0.19,20,286.323874
-0.25,26,286.349012
-0.22,23,286.366964
-0.23,24,286.388234
-0.24,25,286.411044
-0.22,23,286.431307
-0.21,22,286.451931
-1.08,9,286.460434
-0.18,19,286.477176
-0.18,19,286.495671
-0.2,21,286.515853
-0.15,16,286.529481
-0.26,27,286.555275
-0.2,21,286.57478
-0.21,22,286.594153
-0.18,19,286.608364
-1.17,18,286.625398
-0.18,19,286.642176
-0.2,21,286.66038
-0.22,23,286.678742
-1.11,12,286.689759
-0.17,18,286.705745
-0.16,17,286.720647
-0.21,22,286.740762
-0.15,16,286.754204
-0.17,18,286.77019
-0.19,20,286.786834
-0.19,20,286.802883
-0.16,17,286.819032
-0.18,19,286.835135
-0.22,23,286.854438
-0.19,20,286.872395
-0.24,25,286.895083
-0.18,19,286.911177
-0.22,23,286.930226
-0.27,28,286.952522
-0.19,20,286.970474
-0.18,19,286.985686
-1.12,13,286.996786
-0.26,27,287.020722
-0.25,26,287.044729
-0.21,22,287.065418
-0.17,18,287.080618
-0.15,16,287.095564
-0.22,23,287.116052
-0.28,29,287.140415
-0.16,17,287.155337
-0.16,17,287.170234
-0.21,22,287.962153
-0.23,24,287.986046
-0.27,28,288.019665
-1.1,11,288.030332
-0.14,15,288.046757
-0.26,27,288.070009
-0.21,22,288.093605
-0.27,28,288.120853
-0.16,17,288.135366
-0.3,31,288.163197
-0.19,20,288.181172
-1.09,10,288.190415
-0.25,26,288.215856
-0.23,24,288.238953
-0.22,23,288.262065
-0.24,25,288.285427
-1.13,14,288.299743
-0.2,21,288.319016
-0.18,19,288.33971
-0.22,23,288.36355
-0.22,23,288.385282
-0.17,18,288.402339
-0.2,21,288.421981
-0.3,31,288.445736
-1,1,288.448034
-0.21,22,288.468484
-0.3,31,288.49859
-0.27,28,288.52638
-0.25,26,288.550431
-0.18,19,288.567765
-0.2,21,288.585854
-0.23,24,288.606111
-0.16,17,288.621471
-0.17,18,288.63646
-0.23,24,288.658181
-0.19,20,288.67588
-1.13,14,288.687274
-0.21,22,288.706206
-0.23,24,288.728113
-0.2,21,288.746508
-0.21,22,288.76623
-0.21,22,288.786117
-0.34,35,288.820129
-0.2,21,288.840122
-0.18,19,288.856014
-0.19,20,288.873122
-0.23,24,288.895567
-0.2,21,288.914738
-0.21,22,288.933601
-0.2,21,288.951209
-0.21,22,288.970704
-0.2,21,288.989578
-0.13,14,289.001191
-0.19,20,289.018822
-0.22,23,289.036629
-0.2,21,289.054595
-0.2,21,289.072609
-0.18,19,289.090372
-0.25,26,289.11265
-0.23,24,289.136847
-0.21,22,289.156081
-0.23,24,289.175952
-0.22,23,289.197092
-0.16,17,289.21093
-0.18,19,289.226239
-0.23,24,289.246857
-0.22,23,289.267099
-0.25,26,289.288981
-0.18,19,289.304725
-0.18,19,289.319731
-0.22,23,289.338768
-0.21,22,289.358582
-0.2,21,289.37577
-0.21,22,289.396215
-0.18,19,289.412843
-1.2,21,289.430406
-0.18,19,289.446024
-0.21,22,289.464462
-0.2,21,289.483241
-0.16,17,289.498301
-0.2,21,289.516806
-1.19,20,289.534903
-1.11,12,289.546046
-0.14,15,289.558728
-0.19,20,289.575091
-0.18,19,289.591819
-0.22,23,289.613077
-0.19,20,289.631546
-0.16,17,289.646668
-1.18,19,289.664401
-0.2,21,289.681232
-0.23,24,289.704157
-0.22,23,289.725165
-0.19,20,289.74252
-0.28,29,289.766192
-0.18,19,289.781974
-1.13,14,289.794385
-1.15,16,290.569628
-0.18,19,290.588474
-0.2,21,290.606227
-0.18,19,290.622175
-0.25,26,290.644105
-0.19,20,290.660427
-0.24,25,290.679627
-0.19,20,290.696728
-0.28,29,290.722282
-0.2,21,290.739699
-0.24,25,290.761975
-0.17,18,290.776506
-0.18,19,290.793242
-0.22,23,290.813602
-0.21,22,290.831951
-1.2,21,290.849986
-0.18,19,290.866234
-0.19,20,290.88262
-0.24,25,290.906721
-0.2,21,290.925464
-0.23,24,290.946342
-0.24,25,290.969334
-1.15,16,290.983332
-0.21,22,291.002106
-0.17,18,291.017657
-0.25,26,291.037326
-0.24,25,291.061432
-0.24,25,291.083407
-0.23,24,291.105867
-0.21,22,291.125543
-0.22,23,291.145717
-1.15,16,291.160545
-0.25,26,291.184218
-0.19,20,291.202146
-0.2,21,291.219922
-0.2,21,291.240168
-0.24,25,291.26159
-0.23,24,291.284101
-0.2,21,291.303101
-0.23,24,291.323085
-0.25,26,291.347276
-0.24,25,291.370849
-0.18,19,291.387723
-1.13,14,291.399137
-0.17,18,291.413126
-0.18,19,291.429967
-0.26,27,291.454637
-0.21,22,291.473782
-0.2,21,291.493077
-0.29,30,291.518456
-0.2,21,291.536958
-0.27,28,291.563095
-0.17,18,291.579077
-0.24,25,291.603586
-0.22,23,291.623746
-0.25,26,291.648553
-0.21,22,291.667471
-0.25,26,291.690531
-0.19,20,291.707809
-0.23,24,291.731279
-0.21,22,291.75087
-0.2,21,291.767812
-0.22,23,291.788683
-0.18,19,291.815618
-0.15,16,291.842791
-0.18,19,291.868516
-0.21,22,291.890407
-1.07,8,291.897482
-1.15,16,291.911156
-0.18,19,291.927448
-0.15,16,291.941221
-0.19,20,291.958055
-0.24,25,291.981251
-0.27,28,292.008088
-0.21,22,292.026199
-0.17,18,292.041428
-0.24,25,292.063628
-0.28,29,292.090445
-0.18,19,292.106315
-0.18,19,292.12531
-0.25,26,292.150005
-0.23,24,292.170612
-0.22,23,292.192093
-0.25,26,292.214572
-0.18,19,292.230308
-0.25,26,292.255156
-0.22,23,292.274179
-0.22,23,292.295239
-0.17,18,292.311351
-0.25,26,292.334695
-0.19,20,292.352594
-0.17,18,292.367723
-0.2,21,292.386104
-0.22,23,292.406826
-0.23,24,293.242538
-0.26,27,293.267095
-0.18,19,293.282414
-1.08,9,293.290889
-0.21,22,293.31057
-1.21,22,293.329722
-0.23,24,293.350641
-0.22,23,293.370122
-0.21,22,293.388555
-0.25,26,293.412884
-0.22,23,293.43243
-0.21,22,293.451175
-0.22,23,293.468959
-0.23,24,293.488672
-0.18,19,293.505455
-0.23,24,293.526856
-0.24,25,293.550347
-0.19,20,293.567251
-0.23,24,293.588979
-0.19,20,293.605569
-0.18,19,293.621437
-0.2,21,293.639484
-0.22,23,293.661303
-0.18,19,293.677988
-0.28,29,293.706368
-0.16,17,293.719896
-0.18,19,293.736087
-0.22,23,293.756368
-0.18,19,293.773203
-0.2,21,293.791513
-0.14,15,293.805027
-0.2,21,293.822667
-0.22,23,293.844337
-1.19,20,293.862418
-0.15,16,293.875668
-0.18,19,293.895586
-0.21,22,293.915045
-0.19,20,293.931982
-0.28,29,293.956364
-0.16,17,293.970332
-0.18,19,293.987656
-0.19,20,294.00519
-0.2,21,294.022358
-0.18,19,294.037829
-0.24,25,294.057698
-0.22,23,294.077539
-0.19,20,294.094679
-0.11,12,294.105659
-0.22,23,294.126689
-0.18,19,294.143119
-0.15,16,294.156211
-0.2,21,294.173454
-0.28,29,294.198857
-0.17,18,294.214612
-0.21,22,294.232835
-0.25,26,294.257751
-0.23,24,294.277131
-0.17,18,294.293063
-0.18,19,294.308079
-0.2,21,294.326035
-1.17,18,294.341149
-0.2,21,294.358755
-0.17,18,294.37465
-0.22,23,294.395173
-0.25,26,294.420512
-0.2,21,294.437498
-0.19,20,294.454603
-0.18,19,294.469996
-0.2,21,294.488533
-0.18,19,294.503293
-0.24,25,294.522737
-0.22,23,294.540232
-0.21,22,294.559332
-1.16,17,294.574173
-0.23,24,294.594215
-0.2,21,294.616518
-1.14,15,294.62994
-0.22,23,294.649795
-0.2,21,294.668518
-0.17,18,294.68462
-0.24,25,294.704085
-0.23,24,294.724281
-0.21,22,294.745029
-0.22,23,294.764178
-0.23,24,294.785825
-0.18,19,294.804066
-0.21,22,294.82322
-0.22,23,294.841334
-0.27,28,294.866883
-0.2,21,294.885281
-0.19,20,294.90242
-0.2,21,294.921729
-0.32,33,294.952333
-0.19,20,294.968208
-0.19,20,294.985078
-0.16,17,295.000632
-0.18,19,295.816854
-0.22,23,295.838047
-0.2,21,295.855982
-0.15,16,295.870144
-1.11,12,295.880883
-0.21,22,295.901144
-0.17,18,295.918236
-0.22,23,295.939084
-0.23,24,295.961566
-0.19,20,295.979352
-0.21,22,295.997993
-0.17,18,296.014917
-0.17,18,296.031527
-0.17,18,296.046817
-0.26,27,296.071615
-0.19,20,296.088661
-1.25,26,296.111115
-0.21,22,296.130257
-0.19,20,296.149138
-0.24,25,296.170875
-0.18,19,296.187994
-0.21,22,296.206961
-0.22,23,296.228481
-0.19,20,296.247435
-0.18,19,296.265608
-0.2,21,296.282498
-0.22,23,296.302909
-0.16,17,296.317111
-0.2,21,296.334924
-0.24,25,296.357746
-0.18,19,296.372822
-0.27,28,296.399228
-0.18,19,296.415891
-0.19,20,296.433067
-0.21,22,296.452873
-0.18,19,296.469419
-0.24,25,296.493927
-0.17,18,296.509773
-0.19,20,296.526887
-0.18,19,296.543602
-0.2,21,296.563314
-0.21,22,296.583089
-1.07,8,296.590507
-0.22,23,296.610001
-0.21,22,296.629168
-0.15,16,296.643142
-0.18,19,296.659272
-0.28,29,296.681811
-0.26,27,296.71017
-0.24,25,296.731534
-0.18,19,296.748075
-0.27,28,296.773965
-0.27,28,296.800542
-0.2,21,296.819465
-0.22,23,296.839117
-0.18,19,296.855132
-0.18,19,296.87091
-0.21,22,296.888544
-0.19,20,296.906728
-0.22,23,296.925473
-0.27,28,296.948394
-1.16,17,296.963263
-0.27,28,296.988916
-0.22,23,297.008597
-0.17,18,297.023244
-0.18,19,297.038581
-0.23,24,297.058841
-0.18,19,297.074221
-0.2,21,297.093906
-0.23,24,297.116346
-0.18,19,297.132472
-0.23,24,297.152148
-0.18,19,297.169595
-0.21,22,297.191149
-1.18,19,297.206924
-0.24,25,297.227657
-0.19,20,297.245617
-0.26,27,297.270728
-0.2,21,297.290341
-0.2,21,297.307134
-0.21,22,297.326727
-0.19,20,297.344384
-0.19,20,297.362552
-0.21,22,297.380008
-0.23,24,297.40433
-0.17,18,297.419142
-0.15,16,297.432818
-0.18,19,297.449402
-0.2,21,297.467251
-0.24,25,297.491029
-0.18,19,297.508025
-0.2,21,297.52572
-0.27,28,297.550599
-1.12,13,297.561962
-0.21,22,297.58015
-0.18,19,297.597221
-0.21,22,297.616967
-0.18,19,298.413627
-0.2,21,298.431468
-0.2,21,298.448188
-0.2,21,298.465622
-0.21,22,298.484728
-0.18,19,298.501714
-0.16,17,298.516384
-0.27,28,298.54184
-0.25,26,298.565173
-0.22,23,298.583063
-0.23,24,298.601966
-0.19,20,298.619881
-0.19,20,298.636548
-0.25,26,298.661524
-0.22,23,298.681869
-0.16,17,298.6957
-1.14,15,298.709976
-1.1,11,298.719713
-0.25,26,298.742078
-1.11,12,298.752214
-0.21,22,298.771318
-0.21,22,298.79269
-0.2,21,298.812414
-0.21,22,298.831098
-0.17,18,298.846968
-0.22,23,298.866967
-0.19,20,298.886023
-0.18,19,298.901994
-0.23,24,298.92366
-0.25,26,298.943991
-1.21,22,298.963923
-0.2,21,298.981061
-1.11,12,298.991651
-0.15,16,299.005362
-0.19,20,299.021377
-1.18,19,299.037108
-0.19,20,299.053619
-0.22,23,299.076272
-0.19,20,299.093938
-0.19,20,299.110207
-0.19,20,299.127507
-0.2,21,299.144979
-0.2,21,299.163411
-0.2,21,299.181368
-0.25,26,299.204023
-0.21,22,299.221645
-0.23,24,299.242464
-0.19,20,299.259785
-0.17,18,299.274079
-1.17,18,299.290984
-0.29,30,299.314521
-0.24,25,299.338211
-0.25,26,299.361051
-1.21,22,299.381737
-0.24,25,299.405453
-1.12,13,299.416822
-0.16,17,299.431174
-0.22,23,299.451153
-0.21,22,299.470432
-0.2,21,299.487387
-0.22,23,299.506423
-0.19,20,299.524403
-0.2,21,299.544439
-0.19,20,299.560829
-0.17,18,299.576747
-0.17,18,299.593339
-0.21,22,299.611894
-0.23,24,299.63203
-0.18,19,299.647744
-0.2,21,299.664868
-1,1,299.667362
-1.12,13,299.678869
-0.24,25,299.701783
-0.33,34,299.735522
-0.15,16,299.750068
-0.23,24,299.772892
-0.24,25,299.795232
-0.17,18,299.812276
-0.18,19,299.828882
-0.18,19,299.846
-0.18,19,299.863254
-1.19,20,299.882295
-0.2,21,299.900384
-0.18,19,299.917027
-0.21,22,299.934845
-0.2,21,299.954103
-0.17,18,299.969179
-0.22,23,300.000979
-1.18,19,300.035004
-1.09,10,300.049773
-0.24,25,300.079349
-0.17,18,300.097251
-0.26,27,300.125205
-0.25,26,300.148395
-0.22,23,300.16977
-0.21,22,300.188194
-0.15,16,300.202432
-0.15,16,300.217894
-0.21,22,300.240583
-0.2,21,301.125168
-0.19,20,301.140799
-0.17,18,301.156728
-0.23,24,301.175626
-0.18,19,301.191755
-0.21,22,301.210051
-0.21,22,301.23027
-0.21,22,301.248921
-1.21,22,301.269316
-0.19,20,301.286287
-0.21,22,301.306212
-1.13,14,301.317976
-0.24,25,301.342225
-0.22,23,301.360183
-0.21,22,301.378915
-0.25,26,301.401246
-0.18,19,301.416743
-0.19,20,301.435294
-0.25,26,301.457662
-0.15,16,301.47161
-0.25,26,301.492956
-0.31,32,301.517124
-0.19,20,301.534474
-0.21,22,301.553035
-0.2,21,301.572225
-0.2,21,301.590813
-0.22,23,301.611703
-1.17,18,301.627463
-0.16,17,301.642805
-0.19,20,301.658654
-0.21,22,301.676711
-0.23,24,301.698454
-0.23,24,301.720567
-0.21,22,301.738231
-0.25,26,301.759849
-1.14,15,301.773053
-0.19,20,301.790277
-0.16,17,301.805005
-0.15,16,301.818117
-0.15,16,301.831504
-0.18,19,301.848098
-0.21,22,301.869752
-0.22,23,301.890192
-0.26,27,301.913166
-1.2,21,301.931822
-0.17,18,301.946971
-0.15,16,301.960292
-0.2,21,301.978435
-0.24,25,302.002141
-0.2,21,302.020334
-0.21,22,302.039793
-0.2,21,302.056871
-0.27,28,302.083354
-0.18,19,302.100485
-0.27,28,302.127099
-0.18,19,302.145149
-0.22,23,302.165381
-0.33,34,302.197646
-0.15,16,302.21091
-0.23,24,302.233306
-0.2,21,302.250997
-0.15,16,302.264021
-0.19,20,302.281101
-0.19,20,302.298515
-0.17,18,302.31335
-0.22,23,302.332706
-0.22,23,302.354301
-0.21,22,302.373579
-0.2,21,302.392426
-0.19,20,302.409329
-0.2,21,302.426037
-0.19,20,302.444404
-0.2,21,302.46187
-0.17,18,302.477855
-0.2,21,302.494752
-0.22,23,302.514701
-0.3,31,302.5435
-0.2,21,302.561059
-0.23,24,302.582427
-0.29,30,302.609494
-0.19,20,302.627598
-0.25,26,302.650298
-0.19,20,302.667708
-0.18,19,302.684633
-0.28,29,302.712426
-0.14,15,302.725492
-0.19,20,302.742249
-0.16,17,302.755965
-0.27,28,302.77997
-0.23,24,302.799639
-0.18,19,302.816628
-0.23,24,302.83857
-0.21,22,302.857085
-0.23,24,302.876796
-0.19,20,302.892859
-0.2,21,303.657774
-0.23,24,303.67898
-0.21,22,303.698858
-0.26,27,303.721542
-0.24,25,303.742962
-0.26,27,303.766633
-0.27,28,303.791443
-0.24,25,303.812521
-0.21,22,303.829821
-0.2,21,303.848183
-0.22,23,303.867453
-0.16,17,303.881459
-0.22,23,303.905944
-0.18,19,303.922881
-0.16,17,303.937325
-1.17,18,303.953144
-0.27,28,303.978043
-0.22,23,303.996713
-0.23,24,304.018355
-0.3,31,304.047711
-0.26,27,304.072618
-0.18,19,304.088912
-1.21,22,304.108208
-0.19,20,304.125269
-0.23,24,304.143703
-0.2,21,304.161717
-0.18,19,304.178469
-0.25,26,304.198654
-0.3,31,304.228251
-0.2,21,304.247273
-0.17,18,304.262659
-0.22,23,304.282976
-0.21,22,304.303469
-0.2,21,304.320089
-0.21,22,304.337903
-1.15,16,304.35184
-0.2,21,304.368068
-0.23,24,304.390475
-0.16,17,304.404747
-0.2,21,304.421668
-1.23,24,304.442072
-0.21,22,304.461142
-0.23,24,304.482251
-0.22,23,304.50096
-0.21,22,304.521318
-0.2,21,304.540927
-0.22,23,304.561338
-0.27,28,304.588887
-0.22,23,304.606845
-0.23,24,304.62833
-0.21,22,304.647699
-0.19,20,304.665559
-0.19,20,304.683767
-0.2,21,304.703209
-0.23,24,304.724989
-0.23,24,304.747162
-0.23,24,304.767749
-0.23,24,304.790003
-0.21,22,304.809587
-0.21,22,304.82879
-0.2,21,304.84564
-0.2,21,304.863202
-0.22,23,304.882272
-0.2,21,304.900397
-0.15,16,304.913463
-0.2,21,304.932204
-0.31,32,304.960581
-1.16,17,304.975762
-1.1,11,304.985004
-0.15,16,304.998302
-0.25,26,305.021666
-0.24,25,305.044048
-0.29,30,305.070715
-0.19,20,305.087692
-0.17,18,305.101948
-0.17,18,305.116576
-0.22,23,305.134562
-0.23,24,305.156608
-0.12,13,305.168649
-0.16,17,305.183498
-0.23,24,305.205047
-0.25,26,305.228378
-0.25,26,305.255035
-0.22,23,305.275862
-1.19,20,305.293959
-0.25,26,305.317652
-0.2,21,305.334764
-0.25,26,305.358509
-0.2,21,305.376377
-0.19,20,305.393629
-0.16,17,305.408343
-0.24,25,305.429738
-0.23,24,306.244316
-0.23,24,306.267724
-0.3,31,306.297035
-0.22,23,306.315663
-0.21,22,306.333723
-0.21,22,306.351433
-1.13,14,306.363796
-0.16,17,306.379296
-0.22,23,306.401059
-0.24,25,306.423056
-0.24,25,306.44707
-0.21,22,306.465837
-0.22,23,306.485412
-0.18,19,306.502734
-0.22,23,306.523477
-0.19,20,306.541671
-0.19,20,306.558702
-0.18,19,306.575449
-0.2,21,306.592668
-0.2,21,306.611176
-0.18,19,306.627636
-0.21,22,306.646537
-0.18,19,306.662028
-0.24,25,306.686414
-0.16,17,306.700726
-0.19,20,306.717739
-0.21,22,306.737061
-0.15,16,306.751226
-0.18,19,306.767488
-0.21,22,306.785093
-0.23,24,306.804833
-0.16,17,306.819513
-1.22,23,306.83707
-1.19,20,306.853648
-0.22,23,306.87373
-0.21,22,306.895076
-0.26,27,306.917543
-0.23,24,306.941434
-0.23,24,306.960994
-0.28,29,306.985382
-0.27,28,307.010686
-0.19,20,307.028146
-0.28,29,307.051628
-0.19,20,307.068687
-0.2,21,307.08904
-0.19,20,307.105737
-0.23,24,307.124146
-0.24,25,307.143563
-0.22,23,307.164719
-0.15,16,307.17891
-0.2,21,307.199214
-0.21,22,307.217998
-0.26,27,307.23957
-0.2,21,307.259348
-0.27,28,307.284541
-0.23,24,307.306068
-0.16,17,307.321228
-0.26,27,307.342707
-0.27,28,307.369238
-0.21,22,307.390219
-0.23,24,307.412239
-0.24,25,307.434247
-0.15,16,307.447625
-0.29,30,307.47399
-0.22,23,307.494973
-0.2,21,307.514457
-0.24,25,307.536985
-0.18,19,307.553461
-0.17,18,307.569057
-0.25,26,307.591463
-0.19,20,307.607571
-0.19,20,307.6242
-0.15,16,307.637933
-0.22,23,307.656961
-0.19,20,307.673483
-0.24,25,307.696309
-0.22,23,307.716527
-0.22,23,307.735545
-0.14,15,307.748749
-0.19,20,307.765645
-0.18,19,307.781082
-0.25,26,307.804841
-0.23,24,307.826072
-1.18,19,307.841799
-0.21,22,307.859883
-1.17,18,307.875163
-0.19,20,307.892133
-0.18,19,307.907536
-0.19,20,307.923984
-0.18,19,307.939975
-0.24,25,307.962824
-0.26,27,307.987932
-0.24,25,308.008456
-0.25,26,308.79594
-0.21,22,308.814849
-0.18,19,308.830342
-0.21,22,308.849951
-0.22,23,308.868502
-1.17,18,308.882109
-0.18,19,308.899036
-0.2,21,308.916074
-0.25,26,308.942863
-0.17,18,308.957227
-0.27,28,308.984791
-1.14,15,308.998835
-0.28,29,309.025753
-0.18,19,309.043418
-0.17,18,309.059942
-0.22,23,309.080809
-1.15,16,309.093839
-0.17,18,309.109103
-0.19,20,309.12746
-0.24,25,309.148166
-0.23,24,309.17015
-0.24,25,309.191602
-0.16,17,309.205693
-0.24,25,309.227995
-0.17,18,309.244933
-0.17,18,309.260747
-0.22,23,309.283168
-0.19,20,309.30106
-1.23,24,309.321405
-0.18,19,309.338732
-0.22,23,309.359173
-0.18,19,309.375909
-0.15,16,309.390158
-0.24,25,309.413623
-0.22,23,309.435269
-0.23,24,309.45655
-0.19,20,309.473462
-0.32,33,309.502747
-0.2,21,309.521023
-0.21,22,309.542424
-0.2,21,309.561825
-0.23,24,309.582418
-0.22,23,309.602838
-1.18,19,309.619031
-0.23,24,309.640786
-0.14,15,309.654271
-0.23,24,309.673021
-0.23,24,309.694966
-1.14,15,309.708462
-0.26,27,309.730822
-0.21,22,309.749901
-0.18,19,309.766298
-0.22,23,309.787238
-0.18,19,309.804925
-0.22,23,309.825631
-0.23,24,309.847533
-0.23,24,309.868181
-0.18,19,309.884517
-0.18,19,309.901352
-0.18,19,309.91714
-0.21,22,309.935144
-0.22,23,309.953738
-0.21,22,309.973481
-0.2,21,309.990539
-0.24,25,310.014133
-0.2,21,310.031624
-1.17,18,310.047422
-0.23,24,310.067919
-0.25,26,310.091187
-0.15,16,310.104856
-0.18,19,310.121036
-0.21,22,310.138885
-0.22,23,310.156782
-0.22,23,310.17779
-0.21,22,310.195744
-0.19,20,310.211824
-0.21,22,310.230135
-1.14,15,310.245511
-0.23,24,310.267321
-0.23,24,310.28843
-0.21,22,310.308863
-0.26,27,310.331834
-0.17,18,310.346641
-0.23,24,310.368067
-0.17,18,310.384365
-0.23,24,310.406475
-0.17,18,310.421324
-0.25,26,310.444269
-0.21,22,310.463396
-0.19,20,310.4805
-0.2,21,310.500259
-0.21,22,310.521653
-0.19,20,310.5399
-0.2,21,310.557868
-0.16,17,310.573265
-0.25,26,311.463818
-0.17,18,311.478445
-0.19,20,311.495332
-0.22,23,311.516205
-0.16,17,311.53055
-0.2,21,311.552389
-0.2,21,311.569802
-0.18,19,311.584464
-0.18,19,311.602249
-0.21,22,311.621332
-0.19,20,311.639201
-1.2,21,311.656583
-1.13,14,311.669542
-0.2,21,311.688718
